cell_id,time_point,x_blue,y_blue,z_blue,x_green,y_green,z_green,x_Rij,y_Rij,z_Rij,red,state
0.0,0.0,44.89,-842.03,63548.0,-127.14,-921.31,64583.0,118.87,98.44,-1415.0,0.14036,0.0
0.0,1.0,-63.27,-1126.3,64648.0,236.74,-752.12,64653.0,-353.52,-354.7,-392.48,0.092981,0.0
0.0,2.0,-15.19,-1039.0,65033.0,-148.43,-890.49,64894.0,79.6,-129.01,-251.72,0.10515,0.0
0.0,3.0,273.29,-831.58,64679.0,-174.56,-947.73,65093.0,394.25,135.94,-804.2,0.13129,0.0
0.0,4.0,315.06,-703.79,64118.0,79.34,-780.94,64609.0,182.44,96.74,-874.16,0.079258,0.0
0.0,5.0,601.17,-965.52,64757.0,15.7,-888.89,64836.0,531.92,-56.81,-467.69,0.10085,0.0
0.0,6.0,472.99,-1391.5,65101.0,3.97,-1161.8,64822.0,415.4,-209.79,-112.08,0.096078,0.0
0.0,7.0,8.58,-731.19,64595.0,129.77,-1239.7,64493.0,-174.53,528.4,-283.59,0.11954,0.0
0.0,8.0,-194.16,-1046.9,64467.0,-392.57,-808.85,64712.0,145.13,-218.41,-631.83,0.11543,0.0
0.0,9.0,37.1,-1087.6,65152.0,-473.47,-807.83,65108.0,456.98,-259.7,-349.58,0.14161,0.0
0.0,10.0,-503.08,-651.95,65228.0,-866.07,-875.15,64691.0,309.59,243.03,146.21,0.11187,0.0
0.0,11.0,-435.55,-685.57,65085.0,-1014.8,-581.36,64545.0,525.96,-84.29,150.54,0.18748,0.0
0.0,12.0,-40.56,-210.57,64436.0,-695.29,-465.31,64440.0,601.62,275.01,-388.57,0.11211,0.0
0.0,13.0,-1193.4,-701.31,64272.0,-718.73,-1007.5,64190.0,-527.56,325.46,-300.72,0.080146,0.0
0.0,14.0,-757.83,-1065.9,63951.0,-894.52,-1306.5,63639.0,84.06,259.64,-65.23,0.12317,0.0
0.0,15.0,-1152.8,-1388.5,64594.0,-611.43,-1217.8,63264.0,-593.99,-151.69,950.87,0.1752,0.0
0.0,16.0,-841.79,-1319.7,64795.0,-423.15,-1484.0,63531.0,-471.49,183.6,881.93,0.11908,0.0
0.0,17.0,-541.48,-1142.7,63837.0,-715.44,-1459.5,63271.0,121.47,336.03,191.87,0.088362,0.0
0.0,18.0,-1227.8,-890.81,63237.0,-1027.1,-1535.5,63262.0,-252.92,663.59,-395.36,0.087571,0.0
0.0,19.0,-1235.1,-1161.5,64286.0,-1090.0,-1515.8,63389.0,-197.67,373.26,519.63,0.090697,0.0
0.0,20.0,-1202.5,-1205.7,63456.0,-832.52,-1781.7,62961.0,-422.2,594.7,124.41,0.12586,0.0
0.0,21.0,-1383.8,-1242.5,62389.0,-1006.9,-1765.1,62417.0,-428.56,540.68,-387.96,0.15494,0.0
0.0,22.0,-1117.8,-1267.3,62327.0,-1048.4,-1707.0,61592.0,-121.41,458.26,368.21,0.1302,0.0
0.0,23.0,-1041.6,-904.79,62195.0,-769.86,-1840.7,61621.0,-323.75,954.91,208.09,0.086802,0.0
0.0,24.0,-773.77,-1074.4,61994.0,-981.75,-1704.3,62617.0,155.76,649.23,-994.54,0.14761,0.0
0.0,25.0,-1062.4,-1305.4,62660.0,-1350.9,-1429.4,62405.0,236.22,143.25,-119.22,0.078952,0.0
0.0,26.0,-496.27,-1403.7,62688.0,-1093.3,-1139.5,62334.0,544.65,-244.26,-19.93,0.073959,0.0
0.0,27.0,-611.17,-1589.0,62448.0,-1347.2,-979.07,62029.0,683.93,-590.2,47.65,0.093145,0.0
0.0,28.0,-76.84,-1497.8,62431.0,-512.82,-1263.8,62016.0,383.74,-213.61,45.65,0.072668,0.0
0.0,29.0,-305.88,-1506.2,62063.0,-730.34,-1600.3,60841.0,372.71,113.68,861.45,0.052632,0.0
0.0,30.0,-640.86,-1116.2,61926.0,-747.71,-1736.3,60637.0,55.27,639.81,930.09,0.10341,0.0
0.0,31.0,-807.08,-1258.8,61203.0,-758.88,-1738.1,61509.0,-100.38,499.52,-677.93,0.26318,0.0
0.0,32.0,-846.07,-622.27,61137.0,-847.03,-1297.9,60394.0,-50.87,696.16,379.01,0.15064,0.0
0.0,33.0,-1082.5,-458.87,61562.0,-665.16,-1033.0,60780.0,-469.41,594.88,411.72,0.045423,0.0
0.0,34.0,-1200.9,-632.51,62999.0,-1200.7,-1004.0,62552.0,-53.08,392.64,56.69,0.063997,0.0
0.0,35.0,-792.52,-750.43,63143.0,-881.6,-736.32,62280.0,36.15,7.54,474.45,0.086198,0.0
0.0,36.0,-454.35,-1549.8,62969.0,-641.46,-836.83,62582.0,134.1,-691.42,-1.87,0.10992,0.0
0.0,37.0,-822.21,-1548.0,62080.0,-705.93,-889.88,62065.0,-168.84,-636.99,-365.93,0.12396,0.0
0.0,38.0,-445.92,-1600.4,62982.0,-434.79,-1070.5,62274.0,-64.07,-508.3,319.92,0.14613,0.0
0.0,39.0,-65.94,-1698.2,61885.0,-700.24,-1584.5,61410.0,581.91,-92.6,99.4,0.073929,0.0
0.0,40.0,-246.06,-1714.5,61739.0,-497.35,-1789.9,60972.0,199.11,96.05,395.3,0.10711,0.0
0.0,41.0,-636.25,-1483.8,62063.0,-209.45,-1418.0,60944.0,-479.06,-44.7,745.58,0.14413,0.0
0.0,42.0,-508.56,-1567.3,62269.0,-813.12,-1396.0,61345.0,252.17,-150.16,546.19,0.075705,0.0
0.0,43.0,-709.32,-1237.4,62520.0,-893.14,-1667.5,61987.0,131.18,451.38,149.82,0.072661,0.0
0.0,44.0,-690.2,-1678.7,62904.0,-723.57,-1826.2,61439.0,-19.25,168.54,1082.5,0.15654,0.0
0.0,45.0,-530.99,-1833.0,62248.0,-751.14,-1909.0,61464.0,167.7,96.87,406.19,0.10937,0.0
