cell_id,time_point,x_blue,y_blue,z_blue,x_green,y_green,z_green,x_Rij,y_Rij,z_Rij,red,state
0.0,0.0,1624.2,-1217.4,1676.7,655.62,-1609.1,2255.9,-391.71,-968.54,579.26,0.073171,0.0
0.0,2.0,1348.2,-1163.1,1435.4,545.16,-1489.2,2755.0,-326.1,-802.99,1319.6,0.097561,0.0
0.0,4.0,1450.5,-1087.8,1300.0,302.52,-1317.7,2367.5,-229.92,-1148.0,1067.5,0.073171,0.0
0.0,5.0,1325.3,-1901.1,874.32,467.41,-1689.5,2039.8,211.58,-857.94,1165.5,0.11382,0.0
0.0,6.0,1646.1,-1897.5,1104.5,526.54,-1763.1,2232.8,134.43,-1119.5,1128.3,0.097561,0.0
0.0,9.0,601.04,-1511.0,822.0,17.4,-1118.8,1572.5,392.28,-583.64,750.49,0.065041,0.0
0.0,11.0,977.8,-2226.6,755.98,334.54,-1216.0,2008.7,1010.6,-643.26,1252.7,0.02439,0.0
0.0,13.0,1021.7,-1748.7,96.137,250.69,-1004.5,1618.1,744.17,-771.05,1522.0,0.089431,0.0
0.0,28.0,370.43,-1622.3,-809.59,-276.38,-734.45,641.11,887.87,-646.8,1450.7,0.11382,0.0
0.0,36.0,642.35,-1886.4,-41.603,-248.52,-1069.7,890.9,816.64,-890.88,932.5,0.1626,0.0
0.0,37.0,566.65,-1564.2,-507.36,-34.36,-749.4,807.72,814.77,-601.01,1315.1,0.089431,0.0
0.0,49.0,320.5,-1606.2,-491.26,-333.13,-796.83,1174.2,809.37,-653.63,1665.4,0.073171,0.0
0.0,57.0,-702.75,-1087.5,-1278.5,-261.38,-778.18,2293.0,309.36,441.37,3571.5,0.10569,0.0
0.0,59.0,-716.62,-928.69,-1541.1,-949.6,-757.5,2118.7,171.19,-232.98,3659.8,0.11382,0.0
1.0,0.0,-1070.0,2552.4,3892.9,-362.55,1852.5,3656.1,-699.94,707.48,-236.82,0.04065,0.0
1.0,1.0,-708.22,1689.8,1021.8,-223.33,1726.8,893.55,36.999,484.89,-128.27,0.04878,0.0
1.0,2.0,-1056.7,1453.0,2412.4,-453.25,1381.9,1886.8,-71.039,603.42,-525.69,0.056911,0.0
1.0,14.0,-613.75,1982.7,-913.82,-581.87,1909.3,-285.63,-73.46,31.886,628.19,0.01626,0.0
1.0,15.0,-510.28,1948.7,-858.83,-357.16,1832.3,-130.25,-116.41,153.12,728.58,0.073171,0.0
1.0,16.0,-520.33,1705.5,-445.19,-633.04,1409.8,421.03,-295.7,-112.71,866.21,0.065041,0.0
1.0,17.0,-505.07,1398.8,-752.29,-563.83,1287.0,-2.1935,-111.79,-58.751,750.09,0.081301,0.0
1.0,18.0,-317.66,1953.5,-958.89,74.784,1401.4,-723.78,-552.18,392.44,235.11,0.04878,0.0
1.0,21.0,59.526,2649.1,-2384.4,6.7324,2362.6,-2050.7,-286.54,-52.794,333.68,0.03252,0.0
1.0,23.0,-388.47,2156.0,-1919.4,-532.15,1458.3,-1469.5,-697.67,-143.68,449.95,0.081301,0.0
1.0,25.0,-68.425,2067.2,-1441.5,-352.79,1708.3,-1937.6,-358.94,-284.37,-496.16,0.04065,0.0
1.0,26.0,-155.12,2387.2,-1913.1,-515.7,1746.1,-1311.3,-641.16,-360.58,601.76,0.073171,0.0
1.0,29.0,-270.1,2091.5,1112.5,-344.55,1028.3,880.49,-1063.2,-74.444,-231.99,0.081301,0.0
1.0,30.0,-647.23,2577.1,-1991.6,-400.48,1669.0,-1244.9,-908.16,246.74,746.76,0.0081301,0.0
1.0,31.0,-776.05,2537.6,-1807.1,-633.18,1381.3,-1501.1,-1156.3,142.87,305.99,0.03252,0.0
1.0,33.0,-764.79,1956.9,-1436.7,-500.12,1009.1,-1113.3,-947.8,264.67,323.35,0.081301,0.0
1.0,34.0,-575.54,1913.0,-2113.2,-389.18,1224.0,-1550.6,-689.0,186.36,562.53,0.056911,0.0
1.0,35.0,-340.5,1568.3,-2034.0,-232.89,1699.7,-1016.9,131.42,107.61,1017.1,0.073171,0.0
