cell_id,time_point,x_blue,y_blue,z_blue,x_green,y_green,z_green,x_Rij,y_Rij,z_Rij,red,state
0.0,0.0,1441.0,265.3,-1915.5,726.55,133.35,2.1834,-131.95,-714.42,1917.7,0.19512,0.0
0.0,1.0,1539.1,364.81,-1042.5,853.13,643.39,-94.804,278.58,-685.94,947.71,0.18699,0.0
0.0,2.0,1451.0,963.83,-1561.5,818.96,686.38,-452.28,-277.45,-632.03,1109.2,0.18699,0.0
0.0,3.0,1547.5,561.9,-1664.7,845.87,840.93,-1158.6,279.03,-701.59,506.12,0.13821,0.0
0.0,4.0,978.3,449.43,-2004.4,737.75,931.09,-1525.5,481.66,-240.55,478.91,0.14634,0.0
0.0,5.0,666.53,539.37,-1836.6,726.99,213.53,-872.38,-325.84,60.451,964.27,0.22764,0.0
0.0,6.0,873.8,951.38,-1765.8,849.36,538.47,-1211.6,-412.91,-24.43,554.13,0.17886,0.0
0.0,7.0,1223.6,760.86,-1304.4,1118.3,730.68,-928.91,-30.184,-105.29,375.51,0.17886,0.0
0.0,8.0,1473.4,582.77,-1159.6,957.07,627.28,-571.6,44.504,-516.29,588.0,0.14634,0.0
0.0,9.0,1188.1,497.08,-1458.3,1148.0,1037.9,-763.23,540.81,-40.102,695.08,0.2439,0.0
0.0,10.0,872.53,642.77,-1041.5,941.81,741.03,-264.9,98.26,69.275,776.61,0.13821,0.0
0.0,11.0,1300.2,1121.1,-826.13,984.13,362.0,-522.29,-759.15,-316.08,303.84,0.15447,0.0
0.0,12.0,1309.5,1270.7,-665.98,935.52,408.88,-803.93,-861.83,-374.01,-137.95,0.15447,0.0
0.0,13.0,1500.7,542.03,-1015.3,893.53,876.41,-1345.2,334.38,-607.19,-329.94,0.14634,0.0
0.0,14.0,1533.4,804.01,-809.71,808.76,615.72,-943.74,-188.29,-724.65,-134.03,0.17886,0.0
0.0,15.0,1755.2,575.24,-744.36,1279.2,656.62,-1450.0,81.377,-476.01,-705.64,0.20325,0.0
1.0,0.0,-794.52,1408.8,253.99,-1255.1,968.54,382.74,-440.24,-460.54,128.75,0.22764,0.0
1.0,1.0,-1175.9,1521.6,-365.07,-1814.8,815.53,-891.96,-706.05,-638.92,-526.89,0.17886,0.0
1.0,3.0,-1695.5,488.66,296.0,-1891.9,929.48,677.73,440.82,-196.37,381.73,0.18699,0.0
1.0,4.0,-1017.1,1378.8,296.4,-1440.1,1024.2,429.22,-354.61,-422.95,132.82,0.11382,0.0
1.0,5.0,-1234.5,811.76,-152.92,-1430.5,934.32,-649.92,122.56,-196.01,-497.01,0.17073,0.0
1.0,6.0,-1476.7,946.97,1236.5,-1388.2,603.55,-481.65,-343.41,88.595,-1718.2,0.15447,0.0
1.0,7.0,-1613.8,564.31,535.2,-1434.6,555.58,-881.35,-8.7257,179.17,-1416.6,0.19512,0.0
1.0,9.0,-1428.0,993.41,272.34,-1459.6,211.66,-852.47,-781.75,-31.617,-1124.8,0.21138,0.0
1.0,10.0,-1001.3,1132.6,363.92,-1570.0,512.65,-850.0,-619.97,-568.71,-1213.9,0.19512,0.0
1.0,11.0,-1315.9,988.05,267.08,-1637.3,481.87,-879.79,-506.18,-321.41,-1146.9,0.19512,0.0
1.0,12.0,-1322.4,611.84,-297.73,-1477.3,520.79,-1029.6,-91.048,-154.93,-731.87,0.1626,0.0
1.0,13.0,-1011.9,458.9,-947.13,-1248.9,736.55,-1403.2,277.65,-237.01,-456.06,0.19512,0.0
1.0,14.0,-964.41,283.86,-1391.0,-695.92,887.85,-824.18,603.99,268.49,566.87,0.15447,0.0
1.0,15.0,-1084.4,790.88,-1425.5,-315.84,455.58,-1520.8,-335.3,768.59,-95.349,0.17073,0.0
2.0,1.0,-364.44,1627.9,91.958,-579.0,485.02,-191.97,-1142.8,-214.56,-283.93,0.13008,0.0
2.0,2.0,-440.43,1701.5,-734.15,-610.4,539.95,-398.3,-1161.5,-169.98,335.85,0.18699,0.0
