cell_id,time_point,x_blue,y_blue,z_blue,x_green,y_green,z_green,x_Rij,y_Rij,z_Rij,red,state
0.0,1.0,-329.39,-1609.7,-50.069,-404.53,-1473.9,-411.72,135.81,-75.141,-361.65,0.26016,1.0
0.0,2.0,-249.81,-1368.9,6.5685,-228.89,-1276.2,-482.67,92.681,20.918,-489.24,0.17886,1.0
0.0,4.0,-152.36,-1714.7,-611.01,-352.65,-1622.0,-813.41,92.671,-200.29,-202.41,0.20325,1.0
0.0,5.0,-86.542,-1544.6,774.08,-91.673,-1543.6,659.05,1.0143,-5.1313,-115.03,0.3252,1.0
0.0,6.0,-422.67,-1675.0,-324.37,-285.36,-1690.9,-897.45,-15.971,137.31,-573.08,0.34146,1.0
0.0,7.0,-97.138,-2298.1,-462.48,-20.841,-1805.1,-932.83,492.96,76.297,-470.34,0.26016,1.0
0.0,9.0,-261.64,-1424.7,-232.33,-391.96,-1215.1,-398.14,209.58,-130.32,-165.81,0.22764,1.0
0.0,12.0,-274.07,-1424.2,2601.6,-87.86,-1352.7,2226.8,71.456,186.21,-374.82,0.097561,1.0
0.0,13.0,-112.45,-1710.4,2253.3,-62.085,-1795.4,1876.0,-84.933,50.369,-377.28,0.056911,1.0
0.0,14.0,116.29,-2294.6,2277.5,80.075,-2009.5,2191.2,285.05,-36.214,-86.222,0.097561,1.0
0.0,15.0,-105.66,-1646.2,2741.5,-178.97,-1545.6,2436.3,100.54,-73.305,-305.17,0.089431,1.0
0.0,16.0,-437.78,-1344.8,2463.5,-119.62,-1608.5,2007.2,-263.72,318.16,-456.33,0.11382,1.0
0.0,17.0,-791.93,-1184.8,1574.7,-463.86,-1306.3,1614.6,-121.54,328.07,39.898,0.12195,1.0
0.0,18.0,-443.93,-1535.3,1965.2,-519.84,-1621.0,1458.3,-85.682,-75.906,-506.95,0.081301,1.0
0.0,19.0,-714.81,-2031.8,454.87,-554.15,-1824.4,111.25,207.39,160.66,-343.62,0.4878,2.0
0.0,20.0,-467.27,-1982.0,612.21,-562.97,-2029.5,238.9,-47.506,-95.706,-373.31,1.0244,2.0
0.0,21.0,-759.96,-1837.7,982.99,-584.24,-1918.6,452.87,-80.853,175.72,-530.12,1.0488,2.0
0.0,22.0,-728.23,-1973.4,1019.1,-693.48,-1732.2,976.63,241.26,34.752,-42.424,1.6748,2.0
0.0,23.0,-583.08,-1196.3,27.012,-709.83,-1199.6,-532.29,-3.3558,-126.75,-559.31,1.4553,2.0
0.0,24.0,-665.4,-1239.4,799.77,-970.33,-1067.1,-113.83,172.31,-304.93,-913.59,1.6585,2.0
0.0,25.0,-581.31,-1409.8,283.78,-839.24,-1404.4,3.7014,5.3988,-257.93,-280.08,1.4878,2.0
0.0,26.0,-995.73,-1191.1,26.898,-1023.1,-1355.3,-436.2,-164.24,-27.406,-463.1,1.3577,2.0
0.0,27.0,-1174.8,-1275.9,-41.282,-970.73,-1615.5,-424.06,-339.59,204.12,-382.78,0.84553,2.0
0.0,28.0,-957.07,-1228.4,710.74,-727.97,-1363.4,188.57,-134.95,229.1,-522.18,0.69106,2.0
0.0,29.0,-922.34,-1343.7,-200.7,-737.67,-1450.5,-547.79,-106.74,184.68,-347.1,0.55285,2.0
0.0,30.0,-1080.7,-1048.8,45.013,-665.83,-932.86,114.43,115.98,414.86,69.422,0.65854,2.0
0.0,31.0,-1284.7,-1141.5,-678.49,-1065.5,-970.31,-752.86,171.23,219.19,-74.368,0.72358,2.0
0.0,32.0,-986.1,-1456.4,-301.59,-821.83,-1155.2,-330.87,301.18,164.27,-29.282,0.68293,2.0
0.0,33.0,-1134.7,-1267.1,-142.74,-1120.9,-985.62,-419.57,281.44,13.77,-276.83,0.5935,2.0
0.0,34.0,-1257.4,-1150.2,-365.46,-1116.0,-994.09,-762.69,156.16,141.47,-397.22,0.91057,2.0
0.0,35.0,-1246.1,-1355.3,-296.51,-1472.9,-1168.8,-761.93,186.42,-226.79,-465.42,0.84553,2.0
0.0,36.0,-1109.0,-1140.0,-301.57,-1369.4,-1118.7,-543.32,21.381,-260.44,-241.75,1.3902,2.0
0.0,37.0,-737.12,-1292.2,-191.93,-715.68,-941.82,-432.53,350.38,21.444,-240.61,1.5854,2.0
0.0,38.0,-757.54,-937.29,-828.02,-654.16,-1205.2,-1293.0,-267.86,103.39,-464.94,1.6179,2.0
0.0,39.0,-504.61,-989.4,41.476,-479.65,-722.05,-416.45,267.35,24.955,-457.92,2.2846,2.0
0.0,40.0,-248.39,-643.55,1095.3,-392.98,-453.52,588.53,190.03,-144.59,-506.73,2.4878,2.0
0.0,41.0,-467.65,-670.77,815.76,-525.97,-477.81,151.28,192.96,-58.324,-664.48,2.3496,2.0
0.0,42.0,-717.05,-1110.8,618.33,-446.06,-907.28,247.12,203.52,271.0,-371.22,2.0244,2.0
0.0,43.0,-442.57,-1290.2,450.34,-192.43,-991.09,264.17,299.13,250.15,-186.17,2.3415,2.0
0.0,44.0,-597.84,-1402.8,858.04,-200.47,-1227.7,718.82,175.15,397.37,-139.22,1.4309,2.0
