cell_id,time_point,x_blue,y_blue,z_blue,x_green,y_green,z_green,x_Rij,y_Rij,z_Rij,red,state
0.0,0.0,221.48,276.45,652.26,357.39,313.06,497.0,36.611,135.91,-155.26,0.17073,1.0
0.0,1.0,100.46,636.81,809.07,498.67,300.41,709.88,-336.4,398.21,-99.184,0.10569,1.0
0.0,3.0,309.81,855.8,1360.0,53.686,830.42,1853.0,-25.38,-256.12,493.05,0.12195,1.0
0.0,4.0,273.03,1030.7,1486.5,467.25,762.15,1492.9,-268.54,194.22,6.4039,0.10569,1.0
0.0,6.0,678.63,674.71,2258.9,733.18,872.17,1831.5,197.46,54.554,-427.37,0.12195,1.0
0.0,7.0,742.89,862.52,1466.4,594.4,1044.5,1838.7,181.96,-148.49,372.3,0.10569,1.0
0.0,9.0,418.94,1565.0,1536.2,362.09,1182.3,1436.1,-382.71,-56.859,-100.09,0.11382,1.0
0.0,10.0,177.21,1098.9,1688.1,61.13,904.9,1402.1,-194.04,-116.08,-286.05,0.1626,1.0
0.0,11.0,53.759,1209.0,2818.5,-302.61,895.49,2716.6,-313.51,-356.37,-101.93,0.17886,1.0
0.0,12.0,-134.29,1204.8,1742.6,-460.09,586.92,1658.3,-617.92,-325.8,-84.279,0.097561,1.0
0.0,13.0,-9.0424,1143.9,1889.9,-87.011,881.47,1620.0,-262.48,-77.968,-269.9,0.11382,1.0
0.0,14.0,419.66,1218.4,2698.9,74.297,1430.0,2592.1,211.55,-345.36,-106.85,0.10569,1.0
0.0,15.0,218.78,1288.7,3435.6,264.61,1198.5,3388.6,-90.168,45.831,-47.021,0.12295,1.0
0.0,16.0,679.85,609.46,2799.5,702.53,642.5,2911.6,33.045,22.677,112.06,0.21138,1.0
0.0,17.0,473.26,922.98,1350.4,385.64,883.37,1648.4,-39.608,-87.625,297.91,0.22764,1.0
0.0,18.0,-173.78,1387.0,2303.3,-15.582,1092.1,2110.0,-294.85,158.2,-193.35,0.17073,1.0
0.0,19.0,-165.35,997.38,1810.4,122.28,606.1,2187.7,-391.29,287.62,377.29,0.12195,0.0
0.0,20.0,451.73,1085.8,945.08,286.18,865.43,1523.5,-220.35,-165.56,578.44,0.10569,0.0
0.0,21.0,-158.58,614.93,566.75,-226.27,532.83,1625.1,-82.099,-67.693,1058.3,0.17886,0.0
0.0,22.0,336.4,967.18,1708.5,-12.627,1111.4,2166.7,144.24,-349.03,458.24,0.11382,0.0
0.0,24.0,426.52,1158.1,1363.2,261.75,1122.5,1299.0,-35.546,-164.77,-64.232,0.12195,1.0
0.0,25.0,356.89,1038.8,1364.8,137.8,1072.3,1071.2,33.437,-219.09,-293.67,0.14634,1.0
0.0,26.0,258.26,1235.9,1169.9,-32.17,959.25,1336.8,-276.64,-290.43,166.84,0.14634,1.0
0.0,27.0,88.61,820.21,1346.3,-234.66,755.4,1866.2,-64.817,-323.27,519.92,0.17073,1.0
0.0,28.0,-69.664,801.82,1926.0,-163.29,935.24,1817.6,133.42,-93.631,-108.41,0.18699,1.0
0.0,29.0,158.13,602.4,1720.9,21.794,709.8,1560.3,107.4,-136.34,-160.56,0.13821,1.0
0.0,30.0,560.39,1001.6,1588.2,367.93,908.57,1483.0,-93.048,-192.46,-105.25,0.21138,1.0
0.0,31.0,264.91,952.1,1494.4,297.02,714.6,1675.9,-237.49,32.116,181.57,0.17073,1.0
0.0,32.0,-46.359,1265.6,385.7,742.75,1217.7,541.09,-47.866,789.11,155.38,0.14634,1.0
0.0,33.0,-269.81,985.84,-67.89,-215.54,896.1,-113.9,-89.734,54.264,-46.005,0.29268,1.0
0.0,34.0,-620.5,1045.0,780.5,-729.81,655.72,998.61,-389.27,-109.31,218.11,0.19512,1.0
0.0,35.0,-749.67,474.3,4.4326,-382.66,6.8938,-148.76,-467.4,367.01,-153.2,0.14634,1.0
0.0,36.0,-252.89,989.18,382.43,-36.609,583.37,365.6,-405.81,216.28,-16.825,0.12195,1.0
0.0,37.0,-495.62,689.83,109.15,-240.41,534.15,230.83,-155.68,255.2,121.68,0.17073,1.0
0.0,38.0,295.79,713.02,-440.09,140.02,423.04,259.56,-289.98,-155.77,699.65,0.26829,1.0
0.0,39.0,82.155,1149.1,443.46,-52.615,1068.8,692.92,-80.318,-134.77,249.47,0.21138,1.0
0.0,40.0,197.41,788.21,219.44,153.98,714.22,404.69,-73.98,-43.435,185.25,0.17886,1.0
0.0,41.0,468.98,698.72,-94.363,447.45,463.39,108.24,-235.33,-21.521,202.61,0.17886,1.0
0.0,42.0,31.483,366.77,159.33,332.45,208.67,318.02,-158.11,300.96,158.69,0.17886,1.0
0.0,43.0,73.271,748.78,-300.03,-11.684,375.42,-45.53,-373.36,-84.955,254.5,0.23577,1.0
0.0,44.0,-90.064,158.24,-744.77,-186.34,112.73,-656.82,-45.508,-96.275,87.951,0.13821,1.0
0.0,45.0,-187.41,213.06,-530.48,-18.086,-223.14,-409.55,-436.2,169.32,120.93,0.18699,1.0
0.0,46.0,-219.08,12.437,-68.137,-586.55,-208.9,-62.027,-221.34,-367.47,6.1095,0.081301,1.0
0.0,47.0,63.29,56.537,-565.73,29.093,-122.49,-550.54,-179.03,-34.196,15.183,0.17073,1.0
0.0,48.0,-80.692,-439.78,-1340.8,-99.566,77.875,-1196.5,517.65,-18.873,144.33,0.12195,1.0
0.0,49.0,43.514,-256.87,-1559.5,125.52,-59.099,-1850.7,197.78,82.003,-291.22,0.19512,1.0
0.0,50.0,-53.988,-320.72,-1036.7,27.967,-355.45,-1248.8,-34.736,81.955,-212.03,0.15447,1.0
0.0,51.0,-216.92,-484.25,-1200.4,86.144,-639.94,-1354.2,-155.69,303.06,-153.82,0.17886,1.0
0.0,52.0,-409.2,-267.56,-982.59,-505.39,-370.61,-1483.2,-103.06,-96.188,-500.63,0.19512,1.0
0.0,53.0,-600.3,15.191,-1246.6,-375.1,-128.91,-1483.9,-144.11,225.2,-237.37,0.10569,1.0
0.0,54.0,-487.87,-28.631,-1010.9,-517.08,-117.79,-1539.9,-89.156,-29.216,-528.96,0.13821,1.0
0.0,55.0,-612.22,23.047,-781.38,-367.74,-66.516,-1462.8,-89.562,244.48,-681.44,0.1626,1.0
0.0,56.0,-452.79,-332.87,-1117.1,-604.58,-390.67,-1385.3,-57.793,-151.79,-268.2,0.12195,1.0
0.0,57.0,-417.16,-400.09,-1915.9,-541.93,-395.67,-1796.4,4.4206,-124.76,119.52,0.14634,1.0
0.0,58.0,-553.25,-735.83,-1665.4,-230.8,-566.55,-1857.1,169.28,322.45,-191.7,0.13008,1.0
0.0,59.0,-574.58,-789.84,-2058.4,-371.6,-518.78,-2032.3,271.06,202.99,26.096,0.20325,1.0
0.0,60.0,-657.21,-482.55,-1787.7,-669.4,-48.813,-1756.4,433.74,-12.194,31.364,0.13821,1.0
0.0,61.0,-293.78,-366.75,-960.41,-466.58,111.19,-1201.2,477.94,-172.8,-240.82,0.11382,0.0
0.0,62.0,-473.87,-362.67,-1297.9,-1030.8,397.34,-1626.9,760.0,-556.92,-328.96,0.17886,0.0
0.0,63.0,-705.5,-293.63,-1472.8,-743.56,161.24,-1486.9,454.87,-38.057,-14.124,0.17886,0.0
0.0,64.0,-582.71,-51.34,-2084.6,-912.76,481.36,-2919.9,532.7,-330.05,-835.22,0.18852,0.0
0.0,65.0,-993.82,-109.75,-2547.8,-377.55,707.38,-2930.8,817.13,616.27,-383.01,0.13934,0.0
0.0,66.0,-1390.0,-261.71,-2232.1,-575.61,123.58,-2144.6,385.29,814.37,87.535,0.14634,0.0
0.0,67.0,-876.84,-31.932,-1928.1,-808.33,-594.21,-2679.0,-562.27,68.512,-750.89,0.11382,0.0
0.0,68.0,-489.92,-69.123,-1818.5,-587.43,-535.4,-2734.2,-466.28,-97.515,-915.67,0.13008,0.0
0.0,69.0,-705.42,265.08,-1161.7,-1000.5,-272.09,-1491.7,-537.18,-295.08,-329.95,0.19512,0.0
0.0,70.0,-405.63,-400.39,-1881.9,-767.34,-435.02,-1909.0,-34.63,-361.71,-27.082,0.13821,0.0
0.0,71.0,-625.33,-203.07,-1666.1,-569.65,-440.35,-2247.9,-237.28,55.683,-581.86,0.14634,0.0
0.0,72.0,-162.6,-389.94,-838.17,-411.27,-199.38,-1097.5,190.56,-248.67,-259.37,0.17886,0.0
0.0,73.0,-141.35,-630.63,-1408.7,-235.19,-44.459,-974.44,586.17,-93.835,434.26,0.13008,0.0
0.0,74.0,-20.842,-632.07,-915.4,-105.32,40.182,-1290.1,672.25,-84.481,-374.68,0.13821,0.0
0.0,75.0,-165.38,-332.26,-1079.7,-459.82,123.33,-1147.7,455.59,-294.44,-67.99,0.17073,0.0
0.0,76.0,2.117,59.056,-1214.7,-367.64,9.1521,-1087.3,-49.904,-369.76,127.43,0.14634,0.0
0.0,77.0,245.09,184.86,-436.69,-323.05,426.66,-376.87,241.8,-568.14,59.822,0.097561,0.0
0.0,78.0,3.4834,469.81,-1113.4,-578.19,681.38,-325.72,211.57,-581.67,787.68,0.21138,0.0
0.0,79.0,-99.088,143.47,-1364.3,-291.79,719.7,-966.18,576.23,-192.7,398.08,0.26829,0.0
