cell_id,time_point,x_blue,y_blue,z_blue,x_green,y_green,z_green,x_Rij,y_Rij,z_Rij,red,state
0.0,4.0,-19.283,565.68,-109.46,315.28,149.56,94.272,-416.11,334.56,203.73,0.11382,0.0
0.0,5.0,90.472,872.69,-496.71,67.327,731.8,-273.21,-140.89,-23.145,223.5,0.17073,1.0
0.0,6.0,-313.54,780.07,1020.9,-143.47,887.59,1417.7,107.52,170.07,396.8,0.15447,0.0
0.0,7.0,-525.04,910.55,3080.5,-19.2,456.53,3007.3,-454.02,505.84,-73.183,0.1626,0.0
0.0,8.0,-364.77,903.67,1016.2,-4.5909,656.5,1110.3,-247.17,360.18,94.076,0.17073,0.0
0.0,9.0,-447.65,704.77,716.83,-110.65,628.45,1099.0,-76.323,337.0,382.13,0.13821,0.0
0.0,10.0,-899.35,1073.6,1011.5,-471.77,1186.9,1000.4,113.28,427.58,-11.18,0.10569,0.0
0.0,11.0,-511.49,889.99,667.29,-91.898,711.58,759.58,-178.41,419.59,92.29,0.18699,0.0
0.0,12.0,-544.86,1094.0,910.64,-138.95,792.29,718.89,-301.72,405.91,-191.76,0.13821,0.0
0.0,13.0,-538.66,1245.6,84.41,24.818,1371.0,-164.26,125.39,563.48,-248.67,0.13821,0.0
0.0,14.0,-490.06,1380.8,1441.0,-168.26,948.28,1271.4,-432.49,321.8,-169.6,0.17886,0.0
0.0,15.0,-691.73,1190.2,-745.57,-280.52,1031.5,-783.41,-158.65,411.21,-37.841,0.13008,0.0
0.0,16.0,-325.68,1196.3,-38.348,-209.55,941.83,56.681,-254.46,116.12,95.029,0.13008,0.0
0.0,17.0,-235.44,1620.5,-404.05,-76.453,1310.7,-228.48,-309.85,158.98,175.57,0.13008,0.0
0.0,18.0,-425.16,1627.9,-126.01,-267.34,817.06,-212.98,-810.82,157.82,-86.967,0.30081,0.0
0.0,19.0,-431.3,1213.2,-273.78,-363.02,689.27,-342.23,-523.89,68.272,-68.447,0.2439,0.0
0.0,20.0,-827.12,726.97,-55.0,-307.77,475.33,-98.747,-251.64,519.35,-43.747,0.20325,0.0
0.0,21.0,-357.62,172.12,-75.691,-101.09,422.63,-9.7292,250.51,256.53,65.962,0.21138,0.0
0.0,22.0,-537.38,657.28,-19.204,29.758,528.81,-285.8,-128.47,567.14,-266.6,0.1626,0.0
0.0,23.0,-652.78,1252.2,-9.4755,-545.52,603.63,-15.023,-648.61,107.26,-5.5471,0.18699,0.0
0.0,24.0,-558.75,1156.2,1010.2,-360.35,702.3,933.34,-453.93,198.4,-76.878,0.15447,0.0
0.0,25.0,-539.84,1471.2,1302.6,-303.99,928.49,1151.3,-542.73,235.85,-151.3,0.14634,0.0
0.0,26.0,-497.73,737.7,1404.1,-15.585,637.34,1110.3,-100.36,482.15,-293.82,0.15447,0.0
0.0,27.0,-33.072,778.06,853.68,-220.14,784.4,199.17,6.3425,-187.07,-654.5,0.18699,0.0
0.0,28.0,-359.06,1070.4,986.0,-430.33,894.61,251.88,-175.82,-71.269,-734.12,0.18699,0.0
0.0,29.0,-716.7,1191.1,984.35,-375.35,1210.6,165.3,19.554,341.35,-819.05,0.20325,0.0
0.0,30.0,-381.65,1298.2,530.98,-373.56,1090.6,222.6,-207.68,8.0922,-308.38,0.13821,0.0
0.0,31.0,-549.62,1280.4,426.14,-106.83,1410.2,215.97,129.73,442.79,-210.17,0.11382,0.0
0.0,32.0,-231.07,1179.0,1217.2,-17.766,1025.8,967.42,-153.18,213.31,-249.74,0.17886,0.0
0.0,33.0,-341.93,1218.2,263.05,-429.28,1310.5,-235.7,92.332,-87.355,-498.75,0.11382,0.0
